	[psi_1, psi2]	prefrence distribution	sampled prefrence
5520	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5521	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5522	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5523	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5524	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5525	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5526	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5527	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5528	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5529	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5530	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5531	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5532	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5533	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5534	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5535	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5536	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5537	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5538	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5539	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5540	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5541	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5542	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5543	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5544	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5545	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5546	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5547	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5548	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5549	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5550	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5551	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5552	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5553	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5554	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5555	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5556	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5557	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5558	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5559	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5560	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5561	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5562	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5563	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5564	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5565	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5566	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5567	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5568	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5569	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5570	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5571	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5572	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5573	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5574	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5575	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5576	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5577	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5578	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5579	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5580	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5581	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5582	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5583	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5584	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5585	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5586	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5587	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5588	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5589	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5590	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5591	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5592	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5593	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5594	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5595	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5596	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5597	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5598	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5599	[[2.0, 1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[1.0, 3.532628572200807e-24]	[1 0]
5600	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5601	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5602	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5603	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5604	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5605	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5606	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5607	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5608	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5609	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5610	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5611	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5612	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5613	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5614	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5615	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5616	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5617	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5618	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5619	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5620	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5621	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5622	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5623	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5624	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5625	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5626	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5627	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5628	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5629	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5630	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5631	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5632	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5633	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5634	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5635	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5636	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5637	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5638	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5639	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5640	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5641	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5642	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5643	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5644	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5645	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5646	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5647	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5648	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5649	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5650	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5651	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5652	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5653	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5654	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5655	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5656	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5657	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5658	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5659	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5660	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5661	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5662	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5663	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5664	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5665	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5666	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5667	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5668	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5669	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5670	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5671	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5672	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5673	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
5674	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [3.0, 0.0, 0.0, 0.0, 0.0, 0.0]]	[1.0, 5.242885663363464e-22]	[1 0]
